3,1,417.89,948.44,241.09,457.33
3,2,2210.84,3.03,50.34,127.71
4,1,419.58,961.03,250.24,464.10
4,2,2210.93,2.94,50.41,127.87
5,1,426.49,986.74,243.11,445.04
5,2,2211.28,2.83,49.94,127.98
6,1,434.03,1010.11,232.47,421.13
6,2,2211.48,2.72,49.57,128.04
7,1,444.80,1030.28,230.66,394.81
7,2,2211.78,2.60,49.45,128.11
8,1,451.20,1047.42,231.51,377.97
8,2,2211.94,2.69,49.21,128.10
9,1,462.01,1069.43,229.63,353.18
9,2,2212.20,2.86,48.79,127.80
10,1,469.92,1085.43,221.83,331.61
10,2,2212.24,2.89,48.79,127.59
11,1,487.07,1101.28,208.46,314.06
11,2,2212.32,3.01,48.74,127.42
12,1,497.74,1120.30,208.05,279.77
12,2,2212.30,2.90,48.80,127.51
13,1,506.55,1143.31,210.65,253.07
13,2,2211.79,2.83,49.40,127.63
14,1,521.29,1162.32,208.41,256.76
14,2,2211.39,2.79,49.79,127.75
15,1,529.51,1183.35,207.81,245.77
15,2,2211.26,2.70,49.94,127.96
16,1,540.61,1201.56,195.71,233.32
16,2,2211.48,2.62,49.59,128.07
17,1,545.92,1223.97,201.88,214.55
17,2,2211.60,2.52,49.50,128.13
17,4,495.73,1181.97,144.41,253.11
18,1,559.48,1246.40,195.22,193.20
18,2,2211.85,2.45,49.34,128.23
18,4,505.47,1205.63,146.30,231.42
19,1,567.11,1268.52,196.09,170.37
19,2,2211.82,2.48,49.39,128.19
19,4,514.07,1223.89,142.54,213.89
20,1,587.82,1289.34,187.97,149.09
20,2,2211.83,2.60,49.27,128.12
20,4,528.18,1246.76,133.95,190.70
21,1,615.86,1307.40,158.04,131.30
21,2,2211.72,2.70,49.29,128.08
21,4,546.66,1272.81,130.01,164.74
21,5,2488.24,0.20,54.54,87.75
22,1,649.92,1329.37,123.34,109.56
22,2,2211.67,2.59,49.34,128.16
22,4,572.59,1295.86,110.33,142.43
22,5,2484.67,0.24,58.29,86.49
23,1,670.74,1357.62,86.80,81.23
23,2,2211.68,2.50,49.33,128.29
23,4,612.04,1315.32,78.20,122.52
23,5,2482.64,0.93,55.36,84.52
24,1,683.59,1381.08,76.59,57.60
24,2,2211.86,2.50,49.12,128.22
24,4,625.28,1338.31,76.69,99.84
24,5,2482.16,0.97,53.34,84.02
25,1,707.23,1403.62,47.69,35.83
25,2,2212.14,2.41,48.87,128.29
25,4,635.65,1363.76,75.15,74.64
25,5,2491.80,0.86,41.30,84.39
26,2,2212.12,2.42,48.97,128.31
26,4,659.60,1386.26,52.73,52.36
26,5,2491.49,0.91,40.86,83.51
27,2,2211.58,2.11,49.98,128.50
27,5,2494.17,0.66,38.45,84.43
28,2,2211.55,1.96,50.12,128.55
28,5,2491.03,0.56,40.52,84.40
29,2,2211.56,2.10,49.91,128.35
29,5,2487.08,0.27,42.67,84.49
30,2,2211.65,2.08,49.80,128.38
30,5,2487.98,0.07,40.89,84.77
31,2,2211.53,2.22,49.82,128.31
31,5,2489.38,0.45,36.65,82.54
32,2,2211.30,2.24,50.08,128.43
32,5,2487.73,0.81,35.93,80.11
33,2,2211.00,2.23,50.42,128.57
33,5,2468.74,0.58,51.45,78.53
34,2,2210.94,2.24,50.39,128.56
34,5,2463.46,0.75,49.85,75.66
35,2,2210.71,2.16,50.71,128.73
35,5,2460.33,0.92,49.58,71.36
36,2,2210.85,2.14,50.49,128.72
36,5,2456.30,0.58,48.93,73.20
37,2,2210.75,2.69,50.31,128.29
37,5,2456.51,0.19,45.43,74.65
38,2,2210.40,2.83,50.48,128.23
38,5,2455.55,0.10,45.35,74.34
39,2,2209.99,2.84,50.90,128.05
39,5,2453.20,0.03,44.92,73.63
40,2,2209.49,2.94,51.17,128.11
41,2,2209.19,3.00,51.07,127.93
42,2,2208.25,3.72,51.31,127.42
42,5,2446.25,0.81,50.61,72.95
43,2,2207.96,3.30,51.53,127.98
43,5,2445.87,0.55,48.40,71.59
44,2,2207.48,3.15,51.58,128.12
44,5,2443.67,0.84,43.23,68.22
45,2,2206.58,3.06,52.43,128.44
45,5,2440.58,1.34,42.94,66.86
46,2,2205.77,3.23,52.84,128.45
46,5,2438.12,0.70,44.41,66.64
47,2,2205.19,2.83,53.51,128.95
47,5,2435.62,0.23,45.81,66.21
48,2,2204.65,2.21,55.26,129.47
48,5,2433.01,0.06,48.01,66.37
49,2,2204.32,1.80,55.43,130.02
49,5,2429.34,-0.01,50.56,66.69
50,2,2203.46,1.57,55.83,130.58
50,5,2427.29,-0.08,50.13,66.09
51,2,2204.20,1.08,55.91,130.92
51,5,2427.87,-0.03,50.39,67.21
52,2,2204.00,0.98,56.11,130.97
52,5,2423.36,-0.03,54.14,67.39
53,2,2203.76,0.59,56.28,131.31
53,5,2421.47,-0.08,53.90,67.04
54,2,2203.87,1.30,55.61,131.11
54,5,2437.30,-0.03,38.28,64.88
55,2,2202.70,1.27,57.48,131.88
55,5,2439.22,-0.02,35.28,62.82
56,2,2201.76,1.36,58.44,131.73
56,5,2438.06,-0.02,36.44,63.55
57,2,2200.17,1.63,60.07,131.56
57,5,2437.45,-0.05,36.12,63.01
58,2,2199.80,1.82,59.50,131.59
58,5,2433.75,-0.02,35.61,60.16
59,2,2199.56,1.80,59.38,131.70
59,5,2432.87,-0.04,35.14,59.37
60,2,2198.85,1.61,60.35,132.08
61,2,2198.99,0.88,60.90,132.65
62,2,2197.90,0.56,62.14,133.14
63,2,2197.14,0.46,63.37,134.29
64,2,2195.62,0.74,64.80,134.23
65,2,2192.54,1.15,67.82,135.11
66,2,2190.43,0.90,68.71,135.40
67,2,2187.71,1.03,72.17,136.35
68,2,2184.96,1.12,74.28,136.49
69,2,2182.83,0.85,75.82,136.53
70,2,2183.04,0.45,75.10,136.16
71,2,2182.51,0.63,74.48,134.71
72,2,2179.42,0.62,77.67,135.17
73,2,2178.28,0.95,78.03,133.82
74,2,2177.96,0.88,77.88,134.07
75,2,2177.26,0.76,78.96,134.82
76,2,2177.12,0.40,79.51,136.21
77,2,2176.16,0.78,79.41,134.53
78,2,2175.26,1.07,79.16,132.88
79,2,2172.87,0.97,80.47,132.85
80,2,2171.08,0.96,81.37,132.74
81,2,2167.86,1.17,83.92,132.15
82,2,2164.66,1.30,86.06,131.67
83,2,2164.04,1.45,85.38,131.28
84,2,2159.81,1.36,88.68,131.77
85,2,2158.37,1.21,90.01,132.68
86,2,2154.85,1.10,92.03,132.92
87,2,2153.10,0.93,93.85,134.22
88,2,2150.27,0.76,96.26,135.38
89,2,2150.84,0.60,96.38,136.34
90,2,2150.94,0.51,97.05,136.86
91,2,2151.65,0.39,97.03,137.13
92,2,2151.50,0.11,98.89,137.65
93,2,2149.81,0.31,102.93,137.78
94,2,2150.40,0.21,100.82,137.41
95,2,2149.13,0.15,98.52,137.35
96,2,2149.93,0.21,94.84,137.56
97,2,2149.53,0.51,101.51,137.70
98,2,2155.02,0.46,87.66,138.29
99,2,2150.18,0.24,85.66,138.61
100,2,2148.48,0.64,74.60,139.18
101,2,2141.91,0.94,75.00,140.20
102,2,2142.49,0.80,70.25,141.93
103,2,2143.80,0.37,70.85,142.57
104,2,2145.70,0.50,68.84,143.76
105,2,2144.75,0.59,67.80,143.83
106,2,2143.41,0.33,67.57,144.41
107,2,2141.90,0.11,67.39,145.05
108,2,2140.64,0.02,67.78,146.56
109,2,2137.67,-0.01,70.60,147.51
110,2,2136.14,-0.02,71.72,147.80
111,2,2133.54,-0.02,72.23,148.92
112,2,2131.87,-0.02,73.36,149.55
113,2,2130.51,-0.02,73.23,148.99
114,2,2127.39,-0.02,74.03,149.24
115,2,2126.63,0.03,73.30,149.22
116,2,2123.09,0.02,74.79,150.22
117,2,2125.02,0.06,72.68,150.68
118,2,2124.65,0.19,72.24,150.15
119,2,2123.73,0.07,73.82,150.92
120,2,2123.70,0.02,74.17,151.12
121,2,2127.04,0.00,70.39,150.80
122,2,2128.14,-0.00,71.15,151.96
123,2,2129.55,0.03,73.75,152.30
124,2,2129.75,0.10,74.71,152.81
125,2,2129.51,0.15,77.03,153.16
126,2,2128.41,0.05,76.26,153.27
127,2,2126.28,0.20,77.63,152.80
128,2,2125.30,0.25,77.60,152.11
129,2,2124.88,0.34,78.13,150.64
130,2,2124.47,0.65,78.52,149.77
131,2,2123.88,0.79,78.62,149.73
132,2,2124.21,0.65,78.75,149.69
133,2,2128.01,0.94,75.69,149.04
134,2,2128.61,1.05,73.79,148.73
135,2,2128.20,0.87,75.49,148.71
136,2,2128.36,0.89,77.07,148.42
137,2,2128.69,0.99,77.79,148.32
138,2,2128.75,1.01,79.39,147.99
139,2,2129.21,1.13,80.37,148.10
140,2,2128.88,1.24,79.16,148.14
141,2,2128.03,1.36,79.04,148.28
142,2,2127.78,1.35,78.85,148.17
143,2,2127.75,1.26,78.02,148.44
144,2,2127.10,1.27,78.44,148.91
145,2,2126.77,0.99,77.82,149.71
146,2,2125.72,0.70,77.95,150.48
147,2,2125.82,0.57,78.13,150.73
148,2,2124.86,0.49,78.64,151.26
148,10,450.25,0.94,61.13,87.63
149,2,2123.29,0.72,74.30,151.22
149,10,449.82,1.04,64.61,88.58
149,11,345.13,0.54,91.85,88.03
150,2,2123.50,0.75,71.55,152.11
150,10,448.90,0.89,67.60,88.53
150,11,354.31,0.23,79.92,87.83
151,2,2122.08,0.54,72.27,151.69
151,10,453.51,0.92,66.36,89.10
151,11,356.74,0.21,85.23,88.44
152,2,2120.14,0.18,70.95,152.35
152,10,455.87,0.97,65.84,88.37
152,11,359.68,1.61,78.20,85.26
153,2,2117.08,0.13,74.62,153.28
153,10,461.14,2.53,65.55,86.37
153,11,359.33,2.54,80.61,85.83
154,2,2121.75,0.49,74.56,154.25
154,10,461.91,2.21,57.40,84.96
154,11,357.38,3.32,74.92,86.29
155,2,2120.34,0.30,80.20,154.95
155,10,462.53,2.45,51.38,84.36
155,11,355.54,2.63,79.19,89.82
156,2,2121.79,0.75,78.87,154.12
156,10,462.05,2.73,53.81,84.06
156,11,351.97,2.36,89.80,92.31
157,2,2125.35,1.17,80.66,153.61
157,10,461.14,2.10,52.36,82.62
157,11,349.66,1.14,92.07,94.96
158,2,2126.42,1.55,80.74,152.34
158,10,458.35,1.02,59.93,82.74
158,11,348.50,0.67,92.42,97.14
159,2,2127.02,1.02,80.66,154.01
159,10,459.16,0.95,57.54,80.77
159,11,347.63,0.50,92.45,97.92
160,2,2127.51,0.97,80.57,155.10
160,10,458.92,1.08,66.37,82.07
160,11,348.39,0.47,92.42,101.41
160,13,697.64,3.75,65.69,83.21
161,2,2127.83,1.24,80.22,155.33
161,10,473.27,1.55,51.36,82.52
161,11,349.31,1.20,92.42,110.83
161,13,700.17,3.80,66.20,88.25
161,14,671.46,0.20,42.84,86.72
162,2,2128.35,1.41,78.77,154.98
162,10,470.61,1.74,49.07,83.15
162,11,347.53,2.12,96.59,111.26
162,13,696.54,2.95,80.18,89.77
162,14,673.19,1.37,46.08,90.88
162,16,460.56,1.58,32.22,83.33
163,2,2128.99,1.91,76.42,153.83
163,10,471.84,2.05,59.15,82.20
163,11,347.07,2.76,97.59,105.01
163,13,688.84,2.48,94.81,93.56
163,14,674.40,1.79,47.78,94.22
163,16,462.35,1.74,35.46,84.07
164,2,2129.51,1.95,75.81,154.52
164,10,488.33,1.67,61.19,90.60
164,11,347.21,2.15,96.59,106.41
164,13,685.08,1.84,103.29,99.85
164,16,465.44,1.22,38.13,84.93
165,2,2128.43,1.84,76.73,155.20
165,10,495.58,1.01,64.94,99.55
165,11,346.33,1.26,97.99,107.40
165,13,682.35,1.38,112.83,107.15
165,16,468.36,1.66,35.53,86.31
166,2,2127.95,1.72,77.11,156.42
166,10,500.21,1.26,66.06,102.76
166,11,346.38,0.72,99.63,114.47
166,13,681.91,1.25,119.23,112.75
166,16,470.56,1.71,35.86,87.11
167,2,2127.44,1.63,77.62,157.67
167,10,504.22,2.60,66.16,100.65
167,11,345.80,0.61,101.04,116.82
167,13,682.96,1.00,120.73,119.21
168,2,2126.75,2.76,78.02,157.61
168,10,508.53,4.93,66.58,100.58
168,11,344.23,0.21,104.17,121.87
168,13,685.30,1.36,117.04,124.62
169,2,2126.84,4.37,77.31,155.84
169,10,513.91,5.27,63.77,105.51
169,11,344.45,0.29,102.13,141.07
169,13,687.21,1.74,116.54,128.95
170,2,2127.18,4.49,76.63,156.12
170,10,519.33,5.51,59.11,101.23
170,11,342.18,0.39,106.72,136.13
170,13,689.47,1.69,115.77,134.94
171,2,2128.11,2.92,75.79,157.02
171,10,523.16,3.57,60.53,103.22
171,11,335.26,0.68,117.81,108.12
171,13,692.70,0.98,114.14,140.67
172,2,2126.68,2.06,77.57,158.87
172,10,526.77,5.37,62.10,106.47
